Unnamed: 0,userName,content,score,thumbsUpCount,at,replyContent,repliedAt,appVersion,App,emojis_gpt,pos_ux_gpt,neg_ux_gpt,pos_ppl_gpt,neg_ppl_gpt,price_gpt,fraud_gpt,ban_gpt,pos_sent_gpt,neg_sent_gpt,content_word_count
332,Cole Grimes,I can't even type messages when I match with someone. Kind of defeats the whole purpose of the app. This didn't used to happen so I don't know what changed in the last few days,1,4,2024-04-19 17:23:42,,,1.70.2.1,Mutual,0,0,1,0,1,0,0,0,0,1,35
333,Sara Salkeld,Maybe it's my area but this app basically just shows you a lot less of what you can find on every other app. I can't believe people pay for this. Incomplete and poor quality profiles and only a few a day.,1,3,2024-03-28 00:31:25,Hello Sara - thank you for the review. You are welcome to contact support@theleague.com if you would like an agent to look into your Profile and potentially improve your experience on our App. Thank you!,2024-04-02 16:05:02,1.110.1,League,0,0,0,0,0,1,0,0,0,1,41
334,marian fischer,"I've been on this app since Dec , so my year is almost over. So far, I'm batting 1000. Had a few connections, some scammers, far and few between. I have about 8 days left and I'm done.",4,36,2024-12-15 06:23:45,,,24.07.00,Ourtime,0,0,0,0,1,0,1,0,0,1,38
335,carter anthony,Fakes profiles,1,0,2025-03-06 12:59:20,"We are committed to maintaining a community built on authenticity and take reports of inauthentic profiles, abusive behavior, or any other guideline violations very seriously. If you're ever unsure about the authenticity of an account, please make an in-app report so that we can review it right away.",2025-03-06 14:35:18,5.407.0,Bumble,0,0,0,0,1,0,1,0,0,1,2
336,Cricket Trivia Theatre,"If you are going to download this app, keep in mind it is only for singles.. so no married person is allowed..",1,0,2025-01-26 14:12:05,"Salam,

The well-being of Muzz members is our number one priority.

Married individuals aren’t permitted to use Muzz. While Islam permits polygamy, it’s illegal in most countries.

We ban members if we have sufficient evidence to show they’re already married.

Thank you.",2025-03-06 12:28:46,8.36.0a,Muzz,0,0,0,0,0,0,0,0,0,0,22
337,John Wuethrich,I'm sure it prints free money for the developers. If you want to try the premium you'll be given an option for weekly monthly whatever options. Even the weekly is a subscription. You can't just pay them and try it for a week once. They will start billing your card that amount weekly. And even then if you want to be noticed you're going to have to pay for a rose not a like. It's between disingenuous and scam.,1,2,2025-03-02 19:04:46,,,9.67.0,Hinge,0,0,0,0,0,1,0,0,0,1,79
338,Ann saunders,Great app,5,0,2025-02-11 16:11:28,"Thanks for your feedback, Ann! We are so glad to hear that you're enjoying the app!",2025-02-11 21:12:27,3.26.0,Her,0,0,0,0,0,0,0,0,1,0,2
339,Jacob Smalley,"This has to be one of the worse dating sites that I have been on. Women on here are so stuck up that they won't even acknowledge a smile you send them, not even a simple thank you.",1,0,2024-05-03 16:55:18,"We're sorry to hear that you're experiencing login issues, Jacob! If you're using the same email address you used to create your account and still can't log in, please reach out to our support team so we can check your account and get you back to enjoying your time with our app. Thank you!",2023-12-27 07:09:37,5.3.4,Christian_Mingle,0,0,0,0,1,0,0,0,0,1,38
340,Brandy Andrews,Sooooo kool,5,0,2023-04-25 18:55:01,Glad you like it! :),2023-04-28 02:57:30,8.4.6,Millionaire Match,0,0,0,0,0,0,0,0,1,0,2
341,Venkata Ramana murthy Vedamtam,Good,5,0,2023-12-28 13:18:26,"Thank you for your review. Your satisfaction is our top priority, and we're committed to providing an enjoyable experience for our users. If you have any questions or need assistance, please feel free to reach us at service@seniormatch.com.",2023-12-29 08:51:19,,Senior_Match,0,0,0,0,0,0,0,0,1,0,1
342,Galileo,Pay to win,1,2,2025-02-28 00:58:10,,,9.67.0,Hinge,0,0,0,0,1,1,0,0,0,1,3
343,Daniel Baeza,"The ads are RIDICULOUS and the glitches are INEXCUSABLE. Prices for premium are absurd, too. Otherwise, just a place to find cheap hookups and amateur smut pics.",1,1,2025-03-07 20:23:24,"¡Hola Daniel Baeza! Gracias por ponerte en contacto con nosotros. Visita grindr.me/supportform para compartir más detalles o, en tu aplicación Grindr, accede a Configuración > Ayuda > Ponerse en contacto para obtener asistencia directa. Gracias por formar parte de la comunidad Grindr.",2025-03-08 00:17:45,25.2.0,Grindr,0,0,1,0,0,1,0,0,0,1,27
344,Mike Goldspink,"Paid for a month's subs, did not update to pro, payment shows on my bank account also google play..informed support 06/08/2024 no reply, directed to a useless portal, take money and run...",1,3,2024-08-08 11:54:49,,,7.30.0,Scruff,0,0,1,0,1,1,0,0,0,1,32
345,Angie,"It's alright. I wish that it was just a ""lot"" cheaper, though. I mean, it's ok, but I guess I was looking for something with a...I don't know 🤪 Anyways, I guess that I will just keep on lookin'! Happy lookin' and a searchin' everyone!!! 💗💓💞💕❣️❤️‍🔥❤️🩷🧡💛💚💙🤎🩶🤍🖤",2,0,2025-02-22 21:41:38,"Thank you for your feedback! We understand the importance of finding a service that fits your budget and needs. We strive to provide the best features for our users, and your input is valuable to us. Feel free to reach out to us via support@taimi.com or in-app Live Help for any further feedback! Gohan from Taimi 🥰",2025-02-22 22:03:50,5.1.342,Taimi,1,0,0,0,0,1,0,0,0,1,46
346,Danny Washington,I had yet another horrible dating experience on Bumble. Matched with a young lady and there were mutual interest. Everything was great until she asked me if I was Vaccinated for COViD. I told the truth and said no. That was a deal breaker for her since she was vaccinated. I am in my 50s and I am going to give the dating life a break for a min. Life is too short to deal with crazies Good luck to everyone that is giving their money away.,1,0,2025-03-03 18:06:47,,,5.386.0,Bumble,0,0,0,0,1,0,0,0,0,1,87
347,MsMo H,So far very good app.,5,0,2025-02-11 21:51:44,We are ecstatic to hear that you are liking the app :),2025-02-16 23:44:42,3.26.0,Her,0,0,0,0,0,0,0,0,1,0,5
348,Mike Hicks,Membership ranges from $100 per week to $400 for 3 months,1,0,2024-01-19 00:44:29,"Hi Mike, thanks for the review! Please know our App is 100% FREE for ALL Users. We leave it up to the individual User to decide if spending money on our App is right for them. Matching and Messaging with Matches is FREE! If you'd like to discuss this with us, email us at... support@theleague.com and a Support Agent would be happy to help!",2024-01-19 22:00:49,1.93.1,League,0,0,0,0,0,1,0,0,0,1,11
349,Detailing Auto,To start a chat they charge you and would be impossible to know if they have real person or bot on the app,1,0,2024-01-18 03:02:41,"We're sorry to hear you feel this way. Some of our features are accessible only after payment, allowing us to continue enhancing the app. If you come across any fake accounts, please let us know immediately by reporting them. Thank you!",2024-01-18 06:38:13,5.3.4,Christian_Mingle,0,0,1,0,1,1,1,0,0,1,23
350,Sondra Adams,I can't get on very hard to understand,1,0,2024-12-17 17:56:25,,,24.07.00,Ourtime,0,0,1,0,0,0,0,0,0,1,8
351,Toxic,"So far...I am liking it. Tired of men, new to this, and there is no pressure with this app. Your in total control. I am excited to see how it goes😁😘😍",5,0,2024-10-08 09:06:24,"Hello Toxic, welcome and thanks for the feedback! Take your time to explore our app. We will be happy to hear how you like it once you've tried it out properly.",2024-10-08 13:17:00,4.0.0,Zoe,1,1,0,1,0,0,0,0,1,0,31
352,Bradley D Smeltzer,"This app is great, but I get the feeling people forget to delete their profiles. Over 200 likes within a 300 mile radius, yet only 15 matches, 12 of which are in another continent.",3,2,2024-04-25 17:13:59,,,1.70.4.8,Mutual,0,0,0,0,0,0,0,0,0,1,34
353,Melissa ritz,You can't see who likes you or message them f you don't pay !! This app isn't worth it,2,1,2024-10-03 05:40:15,"Hi Melissa ritz, thanks for contacting us. ""Who likes me"" is indeed a Premium feature, but chatting and matching is entirely free—you just need to mutually like each other to be able to chat 💞. Interested in trying our Premium features for free? Hit our admin up! ✨",2024-10-03 17:09:31,3.21.3,Zoe,0,0,1,0,0,1,0,0,0,1,19
354,Audrey Goodrich,makes my self-esteem drop like it's hot,1,4,2023-11-06 03:43:49,,,1.64.3.3,Mutual,0,0,0,0,1,0,0,0,0,1,7
355,ANTONIO BOODAN,Amazing app for people to find a love one,5,0,2024-02-04 20:27:54,,,1.67.4.2,Mutual,0,0,0,1,0,0,0,0,1,0,9
356,Elazar Pimentel,Does not allow me to change profile pic or description,1,0,2022-07-12 11:32:20,"Hi Elazar, Please try uninstalling and reinstalling the app and if this doesn't resolve it, please write in to hello@jswipe.me and we'll be happy to assist you!
",2022-08-22 22:43:05,4.5.6,JSwipe,0,0,1,0,0,0,0,0,0,1,10
357,H Q,Subscription does not work.,1,0,2024-03-16 18:19:09,"We're really sorry to hear this! Please contact our customer support team so that they can look into this for you. Thank you!
",2024-03-17 10:41:15,5.3.4,Christian_Mingle,0,0,0,0,0,1,0,0,0,1,4
358,Jackie Kennedy,Works ok,5,0,2024-10-03 17:49:44,Thanks for your comments. We're happy that you're enjoying SCRUFF!,2024-10-04 12:35:46,,Scruff,0,0,0,0,0,0,0,0,1,0,2
359,Benjamin,Notification does not work,1,0,2022-12-17 01:53:11,"Hi Benjamin, Our team is aware of the issue and is working on it. We appreciate your continued patience!",2022-12-20 23:04:37,4.5.6,JSwipe,0,0,1,0,0,0,0,0,0,1,4
360,Mohd Farhan,baik,4,0,2025-03-09 05:09:27,,,16.2.1,Tinder,0,0,0,0,0,0,0,0,1,1,1
361,Mara Maria,"The app is glitchy and painfully slow. I expected to have 5 stars app, especially since I paid for it. dissapointing and wasting money for nothing",1,2,2023-04-11 00:09:51,"Apologies for the inconvenience. At Luxy, we aim to provide a premium experience for high-value singles. Our team thoroughly reviews each new sign-up to ensure quality and standards are met. If you are having trouble navigating the app, please reach out to our dedicated customer service for assistance.",2023-07-18 02:20:49,6.13.13,Luxy,0,0,1,0,0,1,0,0,0,1,26
362,Joe singh,Totally wack,1,3,2024-03-04 20:05:09,,,1.68.5.2,Mutual,0,0,0,0,1,0,0,0,0,1,2
363,Thiago Leão,Sucks. Ive attempted to contact support many times. Never a direct answer . Offers absolutely no difference than match or hinge. Same matches available. Absurd in price. This coming from somone who has gotten married from an online app. Stay away from this,1,2,2024-03-08 23:26:15,"Hi Thiago, we appreciate you taking the time to review our App. We would love to know more as to why you feel this way. Email us... support@theleague.com and let our Support Team know why you feel this way and perhaps provide some details as to what you're struggling with on our App. Our Support Team would love to help!",2024-03-08 22:33:05,1.108.0,League,0,0,0,0,1,1,0,0,0,1,43
364,Ember Wood,This app is good and trans exclusive which I love,5,0,2025-02-11 16:10:24,"How great to hear, Ember! Thanks for sharing the feedback and have an amazing day.",2025-02-11 21:12:53,3.26.0,Her,0,0,0,0,0,0,0,0,1,0,10
365,Melissa Bradley,Connected with lots of men all over the world.,5,0,2023-04-14 22:59:38,"We are pleased that you enjoyed the app. If there is anything we can do for you, just let us know at AppService@millionairematch.com!
Have a wonderful day!",2023-04-17 03:30:06,8.4.6,Millionaire Match,0,0,0,1,0,0,0,0,1,0,9
366,Jona Denz-Hamilton,"The matches are a better consistency than the other sites that I've tried. There's FAR fewer fake profiles, only one, actually, and the caliber of people seems pretty high. The site is fairly easy to navigate as well.",5,52,2024-11-21 04:26:53,,,24.07.00,Ourtime,0,1,0,1,0,0,1,0,1,0,38
367,Jason Groeller,"Lowest quality app I have used in a long time. Poorly thought out, won't refresh, searches are abysmal. I was a sucker and paid for a month.. stopped using it in a few days.",1,0,2023-10-17 20:11:04,"We're disappointed that our app hasn't met your expectations Jason! We're always interested in receiving feedback from our members, so you're welcome to contact our customer support team and we'll take your valuable comments into consideration.",2023-10-23 09:47:06,5.3.4,Christian_Mingle,0,0,1,0,0,1,0,0,0,1,34
368,Jim Parent,finally .. a place with less bots than people,4,0,2024-12-13 05:27:18,,,24.07.00,Ourtime,0,0,0,0,0,0,0,0,1,1,9
369,Katlyian Fugate,Love it.,5,0,2023-03-08 02:45:14,Thanks for sharing your review with us and the community.,2023-03-08 07:24:37,6.13.11,Luxy,0,0,0,0,0,0,0,0,1,0,2
370,David Mockus,Waste of time.,1,0,2024-01-19 03:17:32,"Hi David, thanks for taking the time to review our App. We'd be happy to discuss your app experience and try to help you to improve upon it. If you have time, email us at... support@theleague.com and a Support Agent would be happy to help!",2024-01-19 22:03:38,1.93.1,League,0,0,0,0,1,0,0,0,0,1,3
371,Aizaz Sattar,Feel like I've been scammed.,1,0,2024-11-16 13:25:31,,,24.07.00,Ourtime,0,0,0,0,1,1,0,0,0,1,5
372,Jessie Wells,Great,5,0,2025-02-08 14:28:23,Thank you for the great feedback! We're thrilled to know you're enjoying Taimi. Your Taimi Team 🌈,2025-02-08 14:30:13,5.1.338,Taimi,0,0,0,0,0,0,0,0,1,0,1
373,A Google user,Terrible,1,0,2025-03-07 23:03:37,,,25.2.0,Grindr,0,0,0,0,1,0,0,0,0,1,1
374,The Moonlight,It's cute. Always works well! Not too many ads and the ones there are are exitable.,5,0,2025-02-04 21:51:05,"Thank you for letting us know that you are liking the app, we appreciate your feedback :)",2025-02-04 22:48:33,,Her,0,1,0,0,0,0,0,0,1,0,16
